month_date,time_idx,deaths,year,month,series_id,fear_score_yearly_mean,fear_score_yearly_mean_lag1,feature_std,feature_lag1_std
1701-01-01,0,2051.0,1701,1,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-02-01,1,1669.0,1701,2,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-03-01,1,1685.0,1701,3,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-04-01,3,1678.0,1701,4,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-05-01,4,2185.0,1701,5,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-06-01,5,1494.0,1701,6,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-07-01,6,1471.0,1701,7,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-08-01,7,2019.0,1701,8,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-09-01,8,1635.0,1701,9,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-10-01,9,1763.0,1701,10,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-11-01,10,1558.0,1701,11,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1701-12-01,11,1336.0,1701,12,London,0.6690838107695947,0.6690838107695947,-0.8055225970060726,-0.7898536510001237
1702-01-01,12,1888.0,1702,1,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-02-01,13,1379.0,1702,2,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-03-01,14,1607.0,1702,3,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-04-01,15,1462.0,1702,4,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-05-01,16,1872.0,1702,5,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-06-01,17,1354.0,1702,6,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-07-01,18,1531.0,1702,7,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-08-01,19,1546.0,1702,8,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-09-01,20,1847.0,1702,9,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-10-01,21,1956.0,1702,10,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-11-01,22,1509.0,1702,11,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1702-12-01,23,1531.0,1702,12,London,0.6649354447921118,0.6690838107695947,-1.5318805357945784,-0.7898536510001237
1703-01-01,24,2101.0,1703,1,London,0.664605109130635,0.6649354447921118,-1.5897206423524375,-1.5158105589031747
1703-02-01,25,1956.0,1703,2,London,0.664605109130635,0.6649354447921118,-1.5897206423524375,-1.5158105589031747
1703-03-01,26,1823.0,1703,3,London,0.664605109130635,0.6649354447921118,-1.5897206423524375,-1.5158105589031747
1703-04-01,27,2096.0,1703,4,London,0.664605109130635,0.6649354447921118,-1.5897206423524375,-1.5158105589031747
